Codigo,Campo,Valor,Fuente,FuenteURL
38015461,ZonaInspeccionCodigo,728,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38015461
38015461,ZonaInspeccionNombre,TF0 - Provincia Santa Cruz de Tenerife,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38015461
38015761,FuenteZonaInspeccion,Directorio operativo de centros educativos,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38015761
38015761,ZonaInspeccionCodigo,709,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38015761
38015761,ZonaInspeccionNombre,TF0 - Provincia Santa Cruz de Tenerife,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38015761
38016180,CorreoElectronico,direccion@centroinfantilhigopico.es,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38016180
38016180,Telefono,646-957233,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38016180
38016660,FuenteZonaInspeccion,Directorio operativo de centros educativos,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38016660
38016660,ZonaInspeccionCodigo,728,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38016660
38016660,ZonaInspeccionNombre,TF0 - Provincia Santa Cruz de Tenerife,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38016660
38016672,Longitud,-16.275,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38016672
38016763,FuenteZonaInspeccion,Directorio operativo de centros educativos,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38016763
38016763,ZonaInspeccionCodigo,725,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38016763
38016763,ZonaInspeccionNombre,TF0 - Provincia Santa Cruz de Tenerife,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38016763
38016866,CorreoElectronico,direccion@centroinfantilhigopico.es,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38016866
38016866,Telefono,646-957233,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38016866
38016994,FuenteZonaInspeccion,Directorio operativo de centros educativos,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38016994
38016994,ZonaInspeccionCodigo,723,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38016994
38016994,ZonaInspeccionNombre,TF0 - Provincia Santa Cruz de Tenerife,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38016994
38017056,FuenteZonaInspeccion,Directorio operativo de centros educativos,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017056
38017056,ZonaInspeccionCodigo,722,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017056
38017056,ZonaInspeccionNombre,TF0 - Provincia Santa Cruz de Tenerife,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017056
38017241,PaginaWeb,https://eutur.es/,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017241
38017500,Telefono,646-957233,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017500
38017561,PaginaWeb,https://www3.gobiernodecanarias.org/medusa/edublog/cifpvirgendelasnieves/,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017561
38017573,Telefono,922-478824,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017573
38017615,FuenteZonaInspeccion,Directorio operativo de centros educativos,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017615
38017615,ZonaInspeccionCodigo,710,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017615
38017615,ZonaInspeccionNombre,TF0 - Provincia Santa Cruz de Tenerife,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017615
38017627,FuenteZonaInspeccion,Directorio operativo de centros educativos,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017627
38017627,ZonaInspeccionCodigo,703,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017627
38017627,ZonaInspeccionNombre,TF0 - Provincia Santa Cruz de Tenerife,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017627
38017640,FuenteZonaInspeccion,Directorio operativo de centros educativos,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017640
38017640,ZonaInspeccionCodigo,702,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017640
38017640,ZonaInspeccionNombre,TF0 - Provincia Santa Cruz de Tenerife,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017640
38017652,FuenteZonaInspeccion,Directorio operativo de centros educativos,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017652
38017652,Telefono,922-951624,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017652
38017652,ZonaInspeccionCodigo,726,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017652
38017652,ZonaInspeccionNombre,TF0 - Provincia Santa Cruz de Tenerife,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017652
38017664,FuenteZonaInspeccion,Directorio operativo de centros educativos,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017664
38017664,ZonaInspeccionCodigo,401,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017664
38017664,ZonaInspeccionNombre,TF0 - Provincia Santa Cruz de Tenerife,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017664
38017676,FuenteZonaInspeccion,Directorio operativo de centros educativos,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017676
38017676,ZonaInspeccionCodigo,501,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017676
38017676,ZonaInspeccionNombre,TF0 - Provincia Santa Cruz de Tenerife,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017676
38017688,FuenteZonaInspeccion,Directorio operativo de centros educativos,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017688
38017688,ZonaInspeccionCodigo,728,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017688
38017688,ZonaInspeccionNombre,TF0 - Provincia Santa Cruz de Tenerife,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017688
38017691,FuenteZonaInspeccion,Directorio operativo de centros educativos,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017691
38017691,ZonaInspeccionCodigo,715,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017691
38017691,ZonaInspeccionNombre,TF0 - Provincia Santa Cruz de Tenerife,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017691
38017731,Concierto,Público,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017731
38017731,FuenteZonaInspeccion,Directorio operativo de centros educativos,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017731
38017731,ZonaInspeccionCodigo,702,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017731
38017731,ZonaInspeccionNombre,TF0 - Provincia Santa Cruz de Tenerife,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38017731
38640115,CentroCepaAlQuePertenece,38009618 - CEPA LA GOMERA,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38640115
38640115,CorreoElectronico,38009618@gobiernodecanarias.org,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38640115
38640115,Fax,922-592719,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38640115
38640115,PaginaWeb,http://www3.gobiernodecanarias.org/medusa/edublog/cepalagomera,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38640115
38640115,Telefono,922-592717 y 922-592718,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38640115
38900158,FuenteZonaInspeccion,Directorio operativo de centros educativos,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38900158
38900158,ZonaInspeccionCodigo,715,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38900158
38900158,ZonaInspeccionNombre,TF0 - Provincia Santa Cruz de Tenerife,Directorio operativo de centros educativos,https://www.gobiernodecanarias.org/educacion/centroseducativos/buscador-centros-openlayers/resultados/detalle?codigo=38900158
